hrm_mean,hrm_min,hrm_max,hrm_med,hrm_var,hrm_kurtosis,hrm_skew,hrm_p10,hrm_p90,accel_mean,accel_min,accel_max,accel_med,accel_var,accel_kurtosis,accel_skew,accel_p10,accel_p90,label
81.067,72.0,86.0,81.5,24.062,-1.457,-0.294,75.0,86.0,9.909,8.265,11.591,9.866,0.521,0.159,-0.177,8.863,10.785,awake
86.667,86.0,88.0,87.0,0.356,-0.656,0.28,86.0,87.0,10.102,8.013,12.327,10.109,1.299,-0.489,0.01,8.627,11.7,awake
89.567,88.0,94.0,89.0,3.979,-0.133,1.086,88.0,92.2,9.751,6.714,11.426,9.807,0.439,13.131,-2.685,9.701,9.96,awake
83.233,77.0,88.0,85.5,22.712,-1.797,-0.248,77.0,88.0,9.787,9.573,9.974,9.796,0.006,2.901,-0.982,9.752,9.82,awake
66.967,66.0,71.0,66.0,1.432,1.731,1.231,66.0,68.0,9.77,9.268,9.855,9.803,0.013,11.33,-3.357,9.723,9.833,awake
66.867,66.0,69.0,66.0,1.516,-0.969,0.898,66.0,69.0,9.808,9.741,9.889,9.81,0.001,1.723,0.168,9.771,9.836,awake
67.167,62.0,69.0,69.0,8.539,-0.758,-1.078,62.0,69.0,9.803,9.663,9.952,9.81,0.002,4.408,-0.471,9.764,9.83,awake
65.6,62.0,68.0,67.0,6.64,-1.709,-0.302,62.0,68.0,9.804,9.609,9.927,9.802,0.002,8.111,-1.698,9.771,9.834,awake
64.833,62.0,69.0,65.0,6.139,-1.326,0.27,62.0,68.1,9.817,9.782,9.887,9.812,0.001,1.94,1.335,9.793,9.848,awake
66.9,66.0,69.0,66.0,1.29,-1.042,0.743,66.0,69.0,9.923,7.755,11.302,9.848,0.314,6.571,-0.965,9.79,10.576,awake
62.4,60.0,66.0,61.0,6.307,-1.458,0.642,60.0,66.0,9.961,9.689,11.724,9.865,0.153,11.585,3.426,9.772,10.014,awake
67.333,61.0,69.0,69.0,8.822,0.519,-1.501,61.0,69.0,9.814,9.071,10.05,9.837,0.034,7.974,-2.669,9.8,10.013,awake
67.867,67.0,69.0,67.5,0.849,-1.769,0.267,67.0,69.0,9.85,9.698,11.063,9.794,0.056,20.275,4.541,9.763,9.889,awake
62.567,61.0,67.0,62.0,4.312,0.58,1.48,61.0,67.0,9.791,9.702,9.919,9.792,0.002,2.026,0.386,9.746,9.828,awake
61.767,61.0,62.0,62.0,0.179,-0.41,-1.261,61.0,62.0,9.92,9.342,11.057,9.804,0.114,3.58,1.869,9.712,10.224,awake
63.167,61.0,65.0,63.0,1.672,-1.092,-0.219,61.0,65.0,9.707,8.868,9.967,9.808,0.081,2.547,-2.033,9.046,9.878,awake
60.933,58.0,62.0,61.0,0.796,5.179,-2.124,60.9,62.0,9.813,9.774,9.876,9.811,0.001,1.132,0.981,9.788,9.833,awake
58.367,57.0,62.0,58.0,1.766,1.624,1.524,57.0,60.1,9.851,9.635,10.984,9.815,0.049,20.022,4.436,9.76,9.877,awake
65.667,63.0,68.0,65.0,1.889,-0.631,0.151,64.0,68.0,10.063,9.425,12.346,9.83,0.493,3.755,2.221,9.703,11.095,awake
68.267,67.0,70.0,68.0,0.596,0.416,0.808,67.9,69.1,9.822,8.636,11.373,9.804,0.165,6.965,1.096,9.582,9.977,awake
69.6,67.0,73.0,69.0,2.707,-0.78,0.564,68.0,72.0,9.853,9.273,11.108,9.783,0.085,9.244,2.537,9.714,10.196,awake
77.667,73.0,81.0,78.0,6.622,-1.314,-0.122,74.0,81.0,10.042,8.245,12.046,9.865,0.707,0.369,0.45,9.214,11.18,awake
81.267,79.0,83.0,81.0,0.929,-0.55,-0.33,80.0,82.0,9.969,8.458,14.826,9.817,1.017,15.196,3.561,9.263,10.406,awake
75.8,71.0,79.0,77.5,7.493,-1.147,-0.687,71.0,78.0,9.801,9.47,10.261,9.792,0.023,1.682,0.47,9.679,9.977,awake
68.733,66.0,71.0,69.0,1.929,-0.056,-0.636,66.0,70.1,9.809,9.571,9.942,9.831,0.007,1.489,-1.139,9.734,9.891,awake
65.167,64.0,66.0,65.0,0.606,-1.294,-0.299,64.0,66.0,9.869,9.642,10.302,9.81,0.03,0.628,1.276,9.716,10.179,awake
62.4,62.0,64.0,62.0,0.307,-0.045,0.989,62.0,63.0,9.708,6.774,10.1,9.789,0.314,22.031,-4.757,9.719,9.945,awake
62.233,61.0,64.0,62.0,0.912,-0.706,0.439,61.0,64.0,9.801,9.675,9.97,9.801,0.003,2.223,0.694,9.743,9.865,awake
60.833,60.0,62.0,61.0,0.206,0.758,-0.636,60.0,61.0,9.805,9.729,9.988,9.8,0.002,6.297,2.064,9.77,9.846,awake
60.967,60.0,62.0,61.0,0.632,-1.416,0.06,60.0,62.0,9.911,9.413,12.007,9.771,0.322,9.082,3.239,9.709,9.901,awake
60.833,60.0,62.0,61.0,0.406,-0.616,0.158,60.0,62.0,9.934,8.874,11.727,9.805,0.349,1.322,1.103,9.304,10.783,awake
67.867,62.0,76.0,64.0,37.382,-1.847,0.284,62.0,75.0,9.709,8.133,10.431,9.797,0.202,3.574,-1.738,9.113,10.011,awake
75.133,75.0,76.0,75.0,0.116,2.654,2.157,75.0,76.0,10.443,7.567,17.492,10.034,3.317,5.308,1.824,9.035,12.325,awake
75.033,74.0,76.0,75.0,0.499,-0.996,-0.047,74.0,76.0,9.998,9.244,12.536,9.915,0.313,11.55,3.061,9.492,10.254,awake
65.3,59.0,74.0,61.0,39.077,-1.65,0.484,59.0,74.0,9.948,9.874,10.045,9.949,0.001,0.644,0.216,9.905,9.984,awake
59.933,59.0,60.0,60.0,0.062,10.071,-3.474,60.0,60.0,9.917,8.875,11.759,9.819,0.291,3.283,1.205,9.471,10.414,awake
63.8,60.0,67.0,64.0,3.56,-0.786,-0.276,61.9,66.0,9.714,6.895,10.618,9.808,0.434,8.807,-2.631,9.285,10.378,awake
68.3,67.0,69.0,68.0,0.343,-0.599,-0.179,68.0,69.0,9.769,6.336,10.57,9.873,0.491,16.481,-3.926,9.714,10.051,awake
65.4,64.0,68.0,64.0,2.973,-1.364,0.657,64.0,68.0,9.818,9.257,10.08,9.85,0.029,2.752,-1.568,9.627,9.968,awake
63.9,63.0,65.0,64.0,0.357,-0.262,0.038,63.0,65.0,9.942,8.878,11.329,9.857,0.177,3.887,1.246,9.636,10.218,awake
66.033,66.0,67.0,66.0,0.032,25.034,5.199,66.0,66.0,9.891,8.987,10.427,9.904,0.069,3.214,-0.849,9.617,10.121,awake
61.233,59.0,67.0,59.0,10.779,-1.192,0.872,59.0,66.0,9.908,9.647,10.186,9.921,0.012,0.476,-0.093,9.745,10.008,awake
59.967,59.0,60.0,60.0,0.032,25.034,-5.199,60.0,60.0,10.676,9.481,16.126,9.88,3.583,2.477,2.029,9.697,14.52,awake
63.567,60.0,66.0,63.0,4.379,-1.59,0.015,61.0,66.0,10.322,6.772,18.604,9.772,5.843,3.38,1.726,7.881,12.447,awake
67.233,66.0,69.0,66.0,2.046,-1.828,0.338,66.0,69.0,9.794,8.095,11.546,9.788,0.333,3.431,0.294,9.413,10.065,awake
66.933,66.0,68.0,67.0,0.129,4.166,-0.877,66.9,67.0,12.595,8.397,51.46,9.831,108.212,9.996,3.457,9.1,10.862,awake
68.833,67.0,70.0,69.0,0.672,-0.264,-0.41,68.0,70.0,9.783,9.065,10.415,9.79,0.096,0.063,0.001,9.38,10.27,awake
65.733,64.0,67.0,66.0,0.796,-0.635,-0.298,64.9,67.0,9.631,8.563,11.098,9.682,0.24,1.453,0.302,9.101,10.06,awake
64.733,64.0,66.0,65.0,0.462,-0.841,0.388,64.0,66.0,9.576,8.64,10.549,9.585,0.169,0.39,0.134,9.195,9.986,awake
66.833,64.0,69.0,67.0,1.606,-0.857,-0.472,65.0,68.0,9.759,8.719,10.754,9.73,0.171,0.507,0.104,9.273,10.22,awake
71.267,67.0,74.0,72.0,5.396,-0.876,-0.74,67.0,73.1,9.742,8.86,11.521,9.672,0.272,2.633,1.258,9.185,10.35,awake
76.433,72.0,86.0,77.0,22.046,-0.22,0.915,72.0,85.1,9.901,8.955,10.762,9.776,0.211,-0.794,0.185,9.358,10.496,awake
82.6,82.0,86.0,82.0,1.373,1.31,1.685,82.0,85.0,9.569,6.385,11.091,9.682,0.791,3.527,-1.382,8.489,10.189,awake
84.1,82.0,86.0,84.0,2.357,-1.346,-0.113,82.0,86.0,10.461,8.225,21.452,9.871,5.324,14.45,3.676,9.249,11.611,awake
86.367,85.0,87.0,86.0,0.299,-0.863,-0.07,86.0,87.0,9.923,7.857,12.918,9.754,1.24,1.57,1.181,8.627,11.206,awake
88.7,87.0,91.0,88.0,1.543,-0.627,0.895,88.0,91.0,9.754,7.123,14.882,9.607,1.924,4.24,1.351,8.243,11.131,awake
61.933,60.0,63.0,62.0,0.796,-0.635,-0.433,61.0,63.0,9.871,9.84,9.901,9.871,0.0,0.662,-0.047,9.857,9.882,awake
61.4,61.0,63.0,61.0,0.507,0.544,1.464,61.0,63.0,9.843,9.329,9.901,9.86,0.01,22.45,-4.815,9.832,9.889,awake
59.067,58.0,62.0,59.0,1.262,-0.387,0.715,58.0,60.1,9.854,9.822,9.879,9.857,0.0,-0.398,-0.341,9.838,9.867,awake
62.567,60.0,65.0,62.0,1.446,0.192,0.764,62.0,65.0,9.892,9.817,10.558,9.871,0.016,23.439,4.956,9.846,9.896,awake
64.133,61.0,66.0,65.0,2.116,-0.624,-0.687,62.0,66.0,9.875,9.85,9.936,9.87,0.0,3.796,1.737,9.861,9.894,awake
59.0,57.0,60.0,59.5,1.2,-1.333,-0.456,57.9,60.0,9.721,5.378,10.41,9.859,0.662,24.088,-5.046,9.809,9.883,awake
58.067,58.0,59.0,58.0,0.062,10.071,3.474,58.0,58.0,9.889,9.328,11.113,9.866,0.067,14.517,3.221,9.785,9.957,awake
59.233,59.0,60.0,59.0,0.179,-0.41,1.261,59.0,60.0,9.854,6.894,12.859,9.801,0.64,9.936,0.127,9.657,10.137,awake
60.067,59.0,61.0,60.0,0.129,4.166,0.877,60.0,60.1,9.868,9.0,10.574,9.885,0.071,3.085,-0.606,9.668,10.074,awake
59.933,58.0,60.0,60.0,0.129,25.034,-5.199,60.0,60.0,9.866,8.365,11.794,9.804,0.301,5.607,1.362,9.553,10.076,awake
56.533,56.0,57.0,57.0,0.249,-1.982,-0.134,56.0,57.0,10.409,6.854,16.274,9.805,4.466,2.104,1.549,8.894,13.613,awake
57.567,57.0,58.0,58.0,0.246,-1.928,-0.269,57.0,58.0,10.441,5.816,16.817,9.945,3.311,4.233,1.132,9.501,11.859,awake
59.467,58.0,74.0,58.0,18.982,6.029,2.791,58.0,60.0,10.166,7.874,20.031,9.829,3.593,21.537,4.636,9.623,10.762,awake
78.0,75.0,79.0,78.0,0.8,5.75,-2.236,78.0,79.0,9.838,9.744,10.133,9.826,0.006,6.267,2.348,9.772,9.882,awake
73.633,63.0,78.0,74.0,22.032,-0.137,-0.96,64.9,78.0,9.829,9.607,10.101,9.825,0.005,8.175,0.998,9.795,9.854,awake
58.333,58.0,61.0,58.0,0.489,5.306,2.362,58.0,59.0,9.838,9.761,9.982,9.825,0.002,3.218,1.804,9.804,9.892,awake
60.333,58.0,62.0,61.0,2.089,-1.109,-0.461,58.0,62.0,9.827,9.756,9.904,9.828,0.001,2.016,0.113,9.804,9.848,awake
57.9,55.0,61.0,58.5,6.49,-1.8,-0.058,55.0,61.0,9.823,9.671,9.924,9.824,0.002,5.083,-1.26,9.801,9.849,awake
60.9,55.0,64.0,60.0,9.623,-1.411,-0.329,57.0,64.0,9.829,9.771,9.954,9.822,0.001,2.443,1.316,9.794,9.874,awake
63.7,63.0,64.0,64.0,0.21,-1.238,-0.873,63.0,64.0,9.796,9.226,10.004,9.826,0.029,3.255,-1.764,9.666,9.953,awake
61.2,56.0,63.0,61.0,2.76,2.108,-1.41,59.0,63.0,9.824,9.771,9.954,9.826,0.001,5.267,1.667,9.786,9.851,awake
55.5,55.0,56.0,55.5,0.25,-2.0,0.0,55.0,56.0,9.826,9.705,10.034,9.816,0.004,4.337,1.66,9.793,9.868,awake
57.067,56.0,58.0,57.0,0.796,-1.73,-0.131,56.0,58.0,9.821,9.776,9.845,9.823,0.0,1.562,-0.9,9.805,9.84,awake
60.0,58.0,61.0,60.0,0.933,-1.469,-0.222,59.0,61.0,9.82,9.793,9.85,9.817,0.0,-1.181,0.334,9.802,9.846,awake
60.6,60.0,61.0,61.0,0.24,-1.833,-0.408,60.0,61.0,9.825,9.801,9.876,9.823,0.0,1.449,1.123,9.806,9.846,awake
60.1,60.0,61.0,60.0,0.09,5.111,2.667,60.0,60.1,9.813,9.599,9.996,9.83,0.007,1.57,-0.855,9.716,9.874,awake
60.0,60.0,60.0,60.0,0.0,-3.0,0.0,60.0,60.0,9.8,9.646,10.189,9.792,0.008,10.503,2.808,9.736,9.843,awake
60.1,60.0,61.0,60.0,0.09,5.111,2.667,60.0,60.1,9.795,9.739,10.158,9.782,0.005,20.833,4.569,9.762,9.807,awake
59.567,58.0,60.0,60.0,0.379,0.169,-1.112,59.0,60.0,9.771,9.656,9.892,9.773,0.002,1.603,0.399,9.722,9.82,awake
54.867,54.0,58.0,55.0,1.249,1.802,1.554,54.0,56.1,9.815,7.609,12.284,9.763,0.4,9.809,0.673,9.7,9.888,awake
57.733,55.0,61.0,58.5,5.062,-1.528,-0.07,55.0,61.0,9.816,9.791,9.876,9.811,0.0,0.522,1.031,9.792,9.847,awake
59.4,58.0,63.0,58.0,3.573,-0.71,0.984,58.0,63.0,9.831,9.775,10.384,9.811,0.011,22.902,4.88,9.79,9.842,awake
61.3,60.0,63.0,62.0,1.077,-1.368,-0.086,60.0,62.1,9.763,9.28,9.925,9.801,0.016,6.605,-2.612,9.673,9.834,awake
60.667,59.0,63.0,60.0,1.956,-1.423,0.241,59.0,62.1,9.761,9.722,9.823,9.759,0.0,0.577,0.68,9.735,9.784,awake
56.533,55.0,59.0,57.0,0.916,-0.009,0.133,55.0,57.1,9.767,9.606,9.923,9.76,0.003,3.935,0.302,9.74,9.813,awake
61.433,56.0,64.0,63.0,10.179,-0.847,-0.914,56.0,64.0,9.771,9.74,9.799,9.771,0.0,-0.293,-0.078,9.753,9.788,awake
61.233,60.0,65.0,60.0,3.246,-0.368,1.12,60.0,64.1,9.716,7.437,9.988,9.851,0.249,13.095,-3.758,9.724,9.871,awake
59.567,58.0,61.0,60.0,1.112,-1.199,-0.09,58.0,61.0,9.851,9.791,9.911,9.848,0.0,1.928,0.049,9.834,9.874,awake
58.1,55.0,62.0,57.5,3.757,0.001,0.958,57.0,62.0,9.846,9.811,9.879,9.844,0.0,0.184,0.288,9.831,9.864,awake
59.933,54.0,62.0,61.0,8.129,-0.105,-1.262,54.9,62.0,9.86,9.827,9.909,9.861,0.0,0.485,0.426,9.836,9.875,awake
61.167,58.0,64.0,62.0,3.672,-1.166,-0.522,58.0,63.0,9.859,9.838,9.883,9.861,0.0,-0.887,-0.081,9.841,9.873,awake
61.8,58.0,64.0,64.0,6.427,-1.675,-0.413,58.0,64.0,9.835,9.707,9.897,9.84,0.002,1.389,-1.142,9.795,9.872,awake
66.033,63.0,70.0,66.0,3.832,-0.66,0.647,64.0,69.0,9.805,9.779,9.844,9.805,0.0,-0.409,0.558,9.787,9.826,awake
67.4,65.0,68.0,68.0,0.64,0.836,-1.234,66.0,68.0,9.734,8.852,10.048,9.781,0.037,12.078,-3.246,9.676,9.812,awake
67.7,65.0,70.0,68.0,1.61,-0.533,-0.501,66.0,69.0,9.786,9.742,9.823,9.786,0.0,-0.655,-0.059,9.763,9.814,awake
64.967,63.0,68.0,64.0,3.966,-1.444,0.502,63.0,68.0,9.722,8.165,10.127,9.782,0.091,20.55,-4.472,9.675,9.805,awake
63.0,63.0,63.0,63.0,0.0,-3.0,0.0,63.0,63.0,9.662,7.97,11.197,9.752,0.279,5.274,-1.134,9.354,9.827,awake
63.0,63.0,63.0,63.0,0.0,-3.0,0.0,63.0,63.0,9.762,8.528,10.27,9.783,0.065,16.119,-3.56,9.741,9.848,awake
59.267,57.0,63.0,59.5,3.929,-1.332,0.116,57.0,61.0,9.81,9.732,9.852,9.816,0.001,1.271,-1.21,9.777,9.839,awake
58.1,57.0,60.0,57.0,2.09,-1.694,0.553,57.0,60.0,9.831,9.552,10.402,9.814,0.021,7.163,2.181,9.783,9.852,awake
59.567,59.0,61.0,59.0,0.512,-0.592,0.856,59.0,61.0,9.817,9.769,9.855,9.818,0.0,-0.018,-0.599,9.786,9.842,awake
63.667,61.0,67.0,64.0,3.422,-1.092,0.083,61.0,66.0,9.829,9.802,9.909,9.827,0.001,2.652,1.393,9.805,9.857,awake
67.067,66.0,69.0,67.0,1.262,-1.107,0.574,66.0,69.0,9.818,9.746,9.95,9.817,0.001,7.049,1.655,9.796,9.84,awake
67.833,66.0,70.0,67.5,1.539,-1.15,0.213,66.0,69.1,9.813,9.764,9.855,9.812,0.0,0.745,-0.229,9.792,9.834,awake
68.433,64.0,73.0,68.0,7.179,-0.96,0.303,65.0,73.0,9.821,9.769,9.865,9.82,0.0,0.704,-0.279,9.798,9.848,awake
66.633,63.0,70.0,67.0,5.166,-1.004,-0.224,63.0,70.0,9.82,9.786,9.857,9.82,0.0,-0.874,0.058,9.795,9.845,awake
61.933,60.0,65.0,62.0,2.062,-0.975,0.252,60.0,64.0,9.82,9.784,9.841,9.82,0.0,0.034,-0.53,9.803,9.839,awake
62.4,60.0,67.0,62.0,5.24,-0.54,0.854,60.0,66.1,9.825,9.786,9.891,9.829,0.001,-0.171,0.532,9.794,9.859,awake
63.967,63.0,65.0,64.0,0.632,-1.416,0.06,63.0,65.0,9.815,9.758,9.905,9.812,0.001,2.838,1.022,9.793,9.839,awake
64.433,62.0,68.0,64.5,1.779,0.545,0.269,62.9,66.0,9.803,9.433,9.851,9.814,0.005,21.577,-4.674,9.79,9.838,awake
61.333,61.0,67.0,61.0,1.222,20.033,4.495,61.0,62.0,9.768,6.299,13.841,9.785,1.898,3.012,0.645,8.305,10.312,awake
67.0,67.0,67.0,67.0,0.0,-3.0,0.0,67.0,67.0,9.73,8.475,10.074,9.761,0.066,16.464,-3.777,9.634,9.892,awake
67.3,67.0,68.0,67.0,0.21,-1.238,0.873,67.0,68.0,9.775,9.573,10.38,9.756,0.022,6.72,2.267,9.639,9.952,awake
65.567,65.0,67.0,65.0,0.646,-0.804,0.939,65.0,67.0,9.712,7.991,9.957,9.767,0.108,21.99,-4.74,9.664,9.845,awake
63.7,61.0,65.0,64.0,0.743,4.129,-2.191,62.9,64.0,9.769,9.501,9.9,9.781,0.008,3.752,-1.895,9.717,9.836,awake
60.033,60.0,61.0,60.0,0.032,25.034,5.199,60.0,60.0,10.038,8.5,12.479,9.815,0.517,3.0,1.284,9.609,10.84,awake
60.0,60.0,60.0,60.0,0.0,-3.0,0.0,60.0,60.0,9.785,9.563,10.135,9.779,0.008,5.9,1.277,9.703,9.85,awake
60.233,60.0,61.0,60.0,0.179,-0.41,1.261,60.0,61.0,9.821,9.629,10.013,9.805,0.006,1.58,0.47,9.761,9.894,awake
59.433,58.0,61.0,59.5,0.779,-0.76,-0.088,58.0,60.1,9.784,9.678,9.985,9.779,0.002,7.056,1.882,9.75,9.821,awake
60.733,58.0,67.0,59.0,10.129,-0.802,0.988,58.0,66.0,9.777,9.699,9.898,9.778,0.001,6.181,0.943,9.758,9.794,awake
66.433,65.0,68.0,66.0,1.046,-1.092,0.18,65.0,68.0,9.721,6.899,10.068,9.781,0.283,23.353,-4.94,9.759,9.946,awake
65.067,63.0,68.0,64.5,3.329,-1.285,0.395,63.0,68.0,9.778,9.581,10.048,9.777,0.007,2.603,0.315,9.701,9.842,awake
63.867,63.0,65.0,64.0,0.182,1.496,-0.747,63.0,64.0,9.8,9.643,10.066,9.796,0.006,2.673,0.783,9.713,9.864,awake
62.2,62.0,63.0,62.0,0.16,0.25,1.5,62.0,63.0,9.82,9.228,11.11,9.759,0.115,5.608,2.111,9.537,10.105,awake
61.767,60.0,62.0,62.0,0.246,3.379,-2.044,61.0,62.0,9.763,9.51,10.025,9.756,0.009,1.979,0.07,9.695,9.863,awake
60.267,60.0,61.0,60.0,0.196,-0.886,1.055,60.0,61.0,9.76,9.534,10.221,9.748,0.012,8.448,2.139,9.683,9.826,awake
63.033,61.0,65.0,63.0,2.099,-1.262,0.073,61.0,65.0,9.799,9.64,9.994,9.792,0.006,0.795,0.67,9.719,9.893,awake
61.833,61.0,63.0,62.0,0.472,-0.893,0.228,61.0,63.0,9.795,9.664,10.594,9.773,0.023,21.757,4.681,9.724,9.815,awake
63.9,62.0,65.0,64.0,1.423,-1.322,-0.514,62.0,65.0,9.709,7.587,10.036,9.788,0.161,23.245,-4.928,9.728,9.821,awake
65.333,65.0,66.0,65.0,0.222,-1.5,0.707,65.0,66.0,9.756,9.134,10.134,9.794,0.034,6.503,-2.281,9.712,9.823,awake
67.433,66.0,70.0,67.0,1.246,-0.728,0.527,66.0,69.0,9.827,9.755,9.877,9.832,0.001,0.418,-0.645,9.793,9.859,awake
72.7,71.0,73.0,73.0,0.343,2.116,-1.809,72.0,73.0,9.829,9.723,10.585,9.8,0.021,21.638,4.684,9.76,9.86,awake
67.567,61.0,73.0,68.0,19.246,-1.565,-0.122,62.0,73.0,9.756,8.822,9.957,9.777,0.032,21.676,-4.651,9.744,9.834,awake
60.233,60.0,61.0,60.0,0.179,-0.41,1.261,60.0,61.0,9.781,8.633,10.077,9.805,0.05,19.91,-4.329,9.763,9.863,awake
63.867,62.0,73.0,63.0,7.782,4.814,2.302,62.0,66.1,9.757,8.875,10.38,9.793,0.093,3.007,-1.3,9.638,9.988,awake
72.2,71.0,73.0,73.0,0.827,-1.669,-0.404,71.0,73.0,9.895,9.553,10.486,9.837,0.051,1.38,1.246,9.711,10.265,awake
63.133,59.0,70.0,62.0,17.982,-1.36,0.424,59.0,70.0,9.81,9.265,9.922,9.831,0.011,20.996,-4.565,9.785,9.855,awake
58.933,58.0,59.0,59.0,0.062,10.071,-3.474,59.0,59.0,9.776,7.799,10.212,9.827,0.143,22.134,-4.72,9.76,9.906,awake
57.9,56.0,59.0,58.0,0.423,1.124,-0.624,57.0,59.0,9.799,9.656,10.209,9.78,0.008,10.836,2.94,9.739,9.855,awake
60.567,58.0,63.0,62.0,3.779,-1.689,-0.169,58.0,63.0,9.771,9.658,9.804,9.772,0.001,7.973,-2.375,9.753,9.796,awake
56.733,56.0,59.0,57.0,0.529,1.182,0.976,56.0,57.1,9.771,9.738,9.798,9.772,0.0,-0.763,-0.319,9.749,9.786,awake
56.967,55.0,59.0,57.0,2.099,-1.335,0.124,55.0,59.0,9.776,9.749,9.805,9.778,0.0,-0.975,0.091,9.754,9.8,awake
56.8,56.0,59.0,57.0,0.627,0.111,0.774,56.0,58.0,9.771,9.733,9.807,9.77,0.0,-0.005,-0.01,9.75,9.788,awake
56.367,54.0,60.0,56.0,4.299,-0.662,0.807,54.0,60.0,9.767,9.513,9.868,9.772,0.003,16.311,-3.595,9.75,9.793,awake
57.267,55.0,59.0,57.5,2.129,-1.462,-0.147,55.0,59.0,9.785,9.734,10.064,9.772,0.004,10.933,3.309,9.753,9.812,awake
56.4,54.0,63.0,55.0,11.907,-0.387,1.184,54.0,63.0,9.742,9.48,9.802,9.763,0.006,6.87,-2.783,9.682,9.785,awake
62.0,61.0,64.0,62.0,0.867,-0.781,0.496,61.0,63.0,9.799,9.737,10.159,9.78,0.005,16.841,4.017,9.753,9.815,awake
58.567,57.0,61.0,58.5,1.046,0.177,0.568,57.0,60.0,9.789,8.177,12.597,9.792,0.389,12.389,2.33,9.619,9.839,awake
57.0,57.0,57.0,57.0,0.0,-3.0,0.0,57.0,57.0,9.792,9.638,9.957,9.787,0.003,3.343,0.571,9.756,9.842,awake
57.467,56.0,58.0,58.0,0.516,-0.449,-0.964,56.0,58.0,9.769,9.05,10.591,9.802,0.056,5.236,0.251,9.492,9.838,awake
59.9,58.0,61.0,61.0,2.09,-1.694,-0.553,58.0,61.0,10.022,9.752,13.351,9.806,0.613,11.079,3.558,9.771,9.973,awake
60.233,60.0,61.0,60.0,0.179,-0.41,1.261,60.0,61.0,9.816,9.58,10.023,9.811,0.005,5.134,0.061,9.781,9.856,awake
57.133,57.0,60.0,57.0,0.316,19.798,4.54,57.0,57.0,9.793,8.956,10.21,9.804,0.031,14.672,-3.057,9.779,9.846,awake
56.867,56.0,57.0,57.0,0.116,2.654,-2.157,56.0,57.0,9.804,9.668,10.694,9.772,0.03,19.653,4.463,9.731,9.799,awake
58.0,57.0,59.0,58.0,0.733,-1.636,0.0,57.0,59.0,9.768,9.718,9.826,9.767,0.0,0.68,0.19,9.741,9.793,awake
53.967,52.0,59.0,53.0,3.366,1.824,1.572,52.0,56.2,9.763,9.225,9.93,9.778,0.012,17.626,-3.949,9.715,9.811,awake
54.267,51.0,56.0,55.0,4.062,-1.108,-0.782,51.0,56.0,9.995,2.296,22.976,9.77,8.253,12.66,2.397,8.825,10.742,awake
67.8,56.0,79.0,71.0,80.827,-1.523,-0.311,56.0,79.0,9.786,9.723,9.853,9.785,0.001,0.538,0.048,9.761,9.817,awake
65.167,63.0,68.0,65.0,2.339,-1.2,0.054,63.0,67.0,9.787,9.742,9.933,9.785,0.001,10.691,2.914,9.762,9.806,awake
62.4,55.0,68.0,65.0,21.507,-1.46,-0.352,56.0,68.0,9.79,9.759,9.911,9.788,0.001,15.328,3.651,9.776,9.8,awake
58.267,55.0,61.0,58.0,2.396,-0.613,0.035,56.0,60.1,9.781,9.76,9.801,9.782,0.0,-0.487,-0.131,9.77,9.792,awake
59.1,57.0,62.0,59.0,1.823,-0.936,0.468,58.0,61.0,9.779,9.693,9.826,9.783,0.001,2.446,-1.246,9.752,9.802,awake
58.967,57.0,61.0,59.0,2.232,-1.415,0.177,57.0,61.0,9.785,9.76,9.809,9.784,0.0,-0.697,-0.127,9.768,9.801,awake
60.233,58.0,62.0,60.0,0.712,0.976,0.203,59.9,61.1,9.788,9.757,9.84,9.787,0.0,2.186,1.201,9.767,9.802,awake
60.667,60.0,62.0,61.0,0.489,-0.831,0.563,60.0,62.0,9.861,9.756,10.25,9.817,0.011,4.675,2.141,9.785,9.942,awake
63.5,62.0,65.0,64.0,1.65,-1.691,-0.142,62.0,65.0,9.932,9.847,9.964,9.932,0.001,3.203,-1.444,9.911,9.959,awake
63.6,59.0,64.0,64.0,1.507,6.722,-2.881,63.7,64.0,9.751,8.293,10.478,9.766,0.126,7.536,-2.151,9.59,10.067,awake
59.3,58.0,62.0,59.0,2.277,-1.105,0.706,58.0,62.0,9.77,9.734,9.834,9.77,0.0,1.188,0.691,9.743,9.793,awake
60.0,58.0,62.0,60.0,0.4,4.5,0.0,59.9,60.1,9.772,9.744,9.827,9.77,0.0,2.362,1.269,9.758,9.795,awake
56.9,56.0,58.0,57.0,0.623,-1.376,0.179,56.0,58.0,9.759,9.729,9.788,9.758,0.0,-0.121,-0.208,9.744,9.776,awake
57.5,56.0,60.0,57.0,1.65,-1.398,0.236,56.0,59.0,9.747,9.643,9.817,9.747,0.001,4.162,-1.081,9.719,9.777,awake
59.1,59.0,60.0,59.0,0.09,5.111,2.667,59.0,59.1,9.743,9.69,9.773,9.742,0.0,0.1,-0.48,9.721,9.769,awake
58.0,57.0,59.0,58.0,0.333,0.0,0.0,57.0,59.0,9.746,9.719,9.783,9.743,0.0,-0.195,0.437,9.725,9.767,awake
57.6,57.0,58.0,58.0,0.24,-1.833,-0.408,57.0,58.0,9.75,9.726,9.844,9.746,0.001,7.189,2.466,9.73,9.761,awake
59.7,59.0,62.0,59.0,0.877,0.102,1.116,59.0,61.0,9.761,9.673,9.851,9.759,0.001,2.425,0.233,9.737,9.789,awake
